MID Data C:\ESCO\Data\SIM\HMK\20260506\20260506_GZ_1423_6_28d_SIM_A.mfd
May 06 2026 14:11:17

Sample Weight : 244.4 mg

Normalization : per 100 mg (Sample weight : 244.4 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
71,221.631,226.2,62.2,16.805,3.19521E-007,6.20349E-005,5.67671E-011,1.09667E-012,5.10875E-012,2.35606E-011,5.63583E-011,4.35187E-013,1.26381E-013,4.79947E-012,3.07303E-013,9.61269E-014,8.06418E-012,5.2874E-014
72,224.753,229.3,62.8,16.855,3.29989E-007,6.20349E-005,5.91117E-011,9.29961E-013,5.36873E-012,2.54607E-011,5.65205E-011,4.66677E-013,9.80719E-014,5.02441E-012,2.57202E-013,1.27793E-013,8.87408E-012,3.45181E-014
73,227.876,232.3,63.3,17.035,3.39821E-007,6.1916E-005,6.20639E-011,1.06934E-012,5.60984E-012,2.28879E-011,5.64679E-011,5.53918E-013,1.28031E-013,5.20974E-012,2.77137E-013,7.26098E-014,8.87206E-012,6.2455E-014
74,230.998,235.3,63.9,17.125,3.49141E-007,6.1916E-005,6.33673E-011,1.15631E-012,5.91525E-012,2.33656E-011,5.84219E-011,4.12684E-013,1.07393E-013,5.59554E-012,2.70992E-013,7.43068E-014,9.46367E-012,2.04639E-014
75,234.121,238.6,64.6,17.160,3.58715E-007,6.1916E-005,6.515E-011,1.27961E-012,6.17731E-012,2.45379E-011,5.903E-011,6.77072E-013,1.08955E-013,5.7273E-012,2.70267E-013,9.08697E-014,9.7928E-012,3.21811E-014
76,237.244,241.8,65.1,17.360,3.67917E-007,6.17973E-005,6.67669E-011,1.05074E-012,6.28893E-012,2.4071E-011,5.86785E-011,2.32738E-013,1.52653E-013,5.8019E-012,2.63362E-013,7.56694E-014,9.78127E-012,3.44717E-014
77,240.366,245.0,65.8,17.410,3.76054E-007,6.16788E-005,6.82896E-011,1.23785E-012,6.85357E-012,2.48897E-011,5.76715E-011,3.53524E-013,1.29178E-013,5.82791E-012,3.17972E-013,1.18336E-013,1.03736E-011,7.58819E-014
78,243.489,248.1,66.4,17.530,3.84371E-007,6.16788E-005,6.87704E-011,1.22747E-012,6.40071E-012,2.47476E-011,5.91572E-011,5.66402E-013,1.07558E-013,6.21879E-012,4.03197E-013,6.79665E-014,1.09302E-011,3.28226E-014
79,246.611,251.3,67.0,17.595,3.9355E-007,6.15606E-005,6.95374E-011,1.24661E-012,7.00507E-012,2.51787E-011,5.93597E-011,7.33903E-013,1.25642E-013,6.18482E-012,4.91176E-013,8.27055E-014,1.13736E-011,4.06617E-014
80,249.734,254.4,67.6,17.750,4.00867E-007,6.15606E-005,7.03833E-011,1.34048E-012,6.85175E-012,2.46789E-011,6.06202E-011,6.0056E-013,2.02853E-013,6.29859E-012,5.06756E-013,6.99548E-014,1.0625E-011,5.54416E-014
81,252.857,257.6,68.3,17.870,4.08319E-007,6.15606E-005,7.08898E-011,1.43365E-012,7.06564E-012,2.49448E-011,6.14827E-011,5.57207E-013,1.08652E-013,6.80109E-012,5.67086E-013,1.18614E-013,1.11284E-011,6.72116E-014
82,255.979,260.8,69.0,17.965,4.1615E-007,6.14426E-005,6.9847E-011,1.43937E-012,7.40773E-012,2.54126E-011,6.09531E-011,5.75554E-013,1.11753E-013,6.95544E-012,5.26583E-013,8.6679E-014,1.10845E-011,4.39763E-014
83,259.102,263.9,69.7,18.025,4.23643E-007,6.14426E-005,7.09075E-011,1.42099E-012,7.67861E-012,2.61527E-011,6.20956E-011,6.0602E-013,1.70994E-013,7.13016E-012,5.02132E-013,8.78447E-014,1.15843E-011,5.37706E-014
84,262.224,267.0,70.2,18.105,4.31023E-007,6.13248E-005,6.99701E-011,1.48274E-012,7.51986E-012,2.6817E-011,6.24637E-011,5.70245E-013,1.2855E-013,8.00411E-012,5.23378E-013,1.24139E-013,1.15237E-011,5.89192E-014
85,265.347,270.1,70.9,18.280,4.38783E-007,6.13248E-005,7.11183E-011,1.4002E-012,8.16622E-012,2.71486E-011,6.39493E-011,5.85739E-013,1.44874E-013,7.83741E-012,5.37182E-013,1.25496E-013,1.16892E-011,3.00826E-014
86,268.470,273.3,71.6,18.375,4.47198E-007,6.12072E-005,7.13872E-011,1.63545E-012,8.51936E-012,2.74466E-011,6.48055E-011,4.45304E-013,1.10825E-013,8.08836E-012,4.99658E-013,1.48938E-013,1.2239E-011,7.6673E-014
87,271.592,276.4,72.2,18.455,4.57088E-007,6.109E-005,7.12168E-011,1.68035E-012,8.80153E-012,2.77312E-011,6.5854E-011,4.13221E-013,1.28734E-013,7.87029E-012,5.94176E-013,1.51696E-013,1.16623E-011,5.804E-014
88,274.715,279.5,72.9,18.570,4.66928E-007,6.109E-005,6.96751E-011,1.78157E-012,8.85023E-012,2.97051E-011,6.62613E-011,5.34787E-013,1.52634E-013,8.20064E-012,6.24744E-013,1.10748E-013,1.31425E-011,5.98488E-014
89,277.837,282.7,73.6,18.685,4.75882E-007,6.09728E-005,7.0002E-011,1.7348E-012,9.23963E-012,2.92063E-011,6.66499E-011,6.04474E-013,1.87747E-013,9.26701E-012,5.77065E-013,1.22554E-013,1.33495E-011,2.05906E-014
90,280.960,285.8,74.3,18.775,4.85288E-007,6.08559E-005,6.90659E-011,1.82907E-012,9.75572E-012,3.05031E-011,6.79175E-011,5.6262E-013,1.47565E-013,9.12589E-012,6.55281E-013,1.60285E-013,1.40415E-011,3.92881E-014
91,284.083,288.9,75.0,18.855,4.93458E-007,6.08559E-005,7.10694E-011,1.80048E-012,9.77797E-012,3.00067E-011,6.81982E-011,6.94644E-013,1.62045E-013,8.91115E-012,7.0102E-013,1.22357E-013,1.45173E-011,5.98102E-014
92,287.205,292.0,75.5,18.955,5.02053E-007,6.08559E-005,7.17899E-011,1.90692E-012,1.05506E-011,2.96361E-011,6.74687E-011,5.40085E-013,1.676E-013,9.35814E-012,6.45618E-013,1.68893E-013,1.40493E-011,9.50155E-014
93,290.328,295.2,76.3,19.130,5.10211E-007,6.07392E-005,7.36362E-011,2.06523E-012,1.06888E-011,3.05824E-011,6.84209E-011,5.68462E-013,1.24485E-013,9.42002E-012,6.75807E-013,1.22355E-013,1.53132E-011,7.59275E-014
94,293.450,298.3,76.9,19.170,5.19398E-007,6.06228E-005,7.45091E-011,2.00903E-012,1.08866E-011,3.08738E-011,6.92589E-011,4.84898E-013,1.60381E-013,9.91477E-012,7.92044E-013,1.92474E-013,1.5184E-011,6.78468E-014
95,296.573,301.4,77.6,19.260,5.29358E-007,6.06228E-005,7.58633E-011,2.17476E-012,1.15467E-011,3.11938E-011,6.92722E-011,6.63942E-013,1.60248E-013,1.00101E-011,7.56515E-013,1.44046E-013,1.64026E-011,6.53036E-014
96,299.696,304.5,78.2,19.355,5.43563E-007,6.06228E-005,7.69586E-011,2.01637E-012,1.21488E-011,3.19504E-011,7.02602E-011,6.16225E-013,1.37902E-013,9.75301E-012,8.67951E-013,2.40042E-013,1.65794E-011,6.40647E-014
97,302.818,307.7,78.9,19.470,5.3827E-007,6.05066E-005,7.66922E-011,2.04502E-012,1.19279E-011,3.20325E-011,6.70783E-011,7.99257E-013,1.29379E-013,9.38199E-012,6.7809E-013,2.50613E-013,1.60291E-011,7.59323E-014
98,305.941,310.9,79.6,19.590,5.47646E-007,6.03906E-005,7.97769E-011,2.01938E-012,1.15387E-011,3.10579E-011,6.67776E-011,6.76882E-013,1.53767E-013,9.86851E-012,7.0423E-013,2.05288E-013,1.59936E-011,6.4193E-014
